,Age,Gender,Education Level,Job Title,Years of Experience,Salary
2567,33.0,Female,Master's Degree,Front end Developer,10.0,119419.0
2568,47.0,Male,PhD,Software Engineer Manager,21.0,173582.0
2569,45.0,Female,Master's Degree,Senior Software Engineer,23.0,174436.0
2570,28.0,Male,Bachelor's Degree,Back end Developer,4.0,71699.0
2571,42.0,Female,Master's Degree,Full Stack Engineer,14.0,163558.0
2572,46.0,Male,Bachelor's Degree,Senior Project Engineer,24.0,166828.0
2573,38.0,Female,PhD,Software Engineer Manager,15.0,144496.0
2574,54.0,Male,Master's Degree,Senior Software Engineer,31.0,193746.0
2575,33.0,Female,Master's Degree,Full Stack Engineer,8.0,122581.0
2576,27.0,Male,High School,Back end Developer,4.0,79767.0
2577,50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177177.0
2578,26.0,Male,Master's Degree,Full Stack Engineer,4.0,89843.0
2579,31.0,Female,Master's Degree,Senior Software Engineer,6.0,113563.0
2580,35.0,Male,Bachelor's Degree,Front end Developer,10.0,128712.0
2581,44.0,Female,PhD,Software Engineer Manager,18.0,161621.0
2582,32.0,Male,Master's Degree,Senior Project Engineer,8.0,121454.0
2583,54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179987.0
2584,26.0,Female,Master's Degree,Front end Developer,3.0,72649.0
2585,23.0,Male,PhD,Software Engineer Manager,0.0,52612.0
2586,48.0,Female,Master's Degree,Senior Software Engineer,24.0,184006.0
2587,38.0,Male,Bachelor's Degree,Back end Developer,12.0,131960.0
2588,30.0,Female,Master's Degree,Full Stack Engineer,5.0,102465.0
2589,40.0,Male,Master's Degree,Software Engineer Manager,16.0,149748.0
2590,45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171036.0
2591,36.0,Male,Master's Degree,Full Stack Engineer,13.0,146351.0
2592,52.0,Male,PhD,Software Engineer Manager,26.0,185462.0
2593,31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,107718.0
2594,26.0,Male,Master's Degree,Full Stack Engineer,4.0,90944.0
2595,30.0,Female,Master's Degree,Senior Project Engineer,5.0,100425.0
2596,24.0,Male,Bachelor's Degree,Back end Developer,2.0,63901.0
2597,45.0,Male,Master's Degree,Senior Software Engineer,22.0,181902.0
2598,33.0,Female,Master's Degree,Full Stack Engineer,9.0,136533.0
2599,38.0,Male,Bachelor's Degree,Front end Developer,11.0,136285.0
2600,54.0,Female,PhD,Software Engineer Manager,31.0,191818.0
2601,42.0,Male,Master's Degree,Full Stack Engineer,19.0,176643.0
2602,28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,70022.0
2603,30.0,Male,Master's Degree,Front end Developer,6.0,99363.0
2604,43.0,Female,Master's Degree,Senior Software Engineer,19.0,152944.0
2605,35.0,Male,Bachelor's Degree,Back end Developer,10.0,123386.0
2606,44.0,Male,Master's Degree,Full Stack Engineer,21.0,168906.0
2607,55.0,Female,Bachelor's Degree,Senior Project Engineer,30.0,183020.0
2608,23.0,Male,High School,Front end Developer,1.0,47898.0
2609,39.0,Female,Master's Degree,Senior Software Engineer,14.0,135853.0
2610,43.0,Male,Bachelor's Degree,Full Stack Engineer,17.0,149198.0
2611,29.0,Male,PhD,Software Engineer Manager,6.0,106662.0
2612,51.0,Male,Master's Degree,Senior Software Engineer,28.0,186610.0
2613,30.0,Female,Bachelor's Degree,Senior Project Engineer,6.0,89995.0
2614,26.0,Male,Master's Degree,Full Stack Engineer,4.0,85825.0
2615,39.0,Female,PhD,Software Engineer Manager,13.0,143814.0
2616,49.0,Male,Master's Degree,Front end Developer,24.0,174726.0
2617,42.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,150534.0
2618,27.0,Male,Bachelor's Degree,Back end Developer,4.0,68732.0
2619,43.0,Male,Master's Degree,Full Stack Engineer,21.0,187951.0
2620,37.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,137336.0
2621,51.0,Male,PhD,Software Engineer Manager,26.0,191159.0
2622,29.0,Female,Master's Degree,Full Stack Engineer,5.0,102868.0
2623,43.0,Male,Bachelor's Degree,Senior Software Engineer,20.0,154281.0
2624,31.0,Male,Master's Degree,Back end Developer,8.0,111535.0
2625,30.0,Female,Master's Degree,Senior Project Engineer,6.0,107906.0
2626,36.0,Male,Bachelor's Degree,Full Stack Engineer,13.0,143885.0
2627,52.0,Female,PhD,Software Engineer Manager,27.0,180958.0
2628,28.0,Male,Master's Degree,Senior Software Engineer,6.0,108607.0
2629,49.0,Male,Bachelor's Degree,Back end Developer,24.0,178284.0
2630,27.0,Female,Master's Degree,Front end Developer,4.0,75969.0
2631,41.0,Male,Master's Degree,Senior Project Engineer,15.0,143705.0
2632,56.0,Female,PhD,Software Engineer Manager,31.0,197354.0
2633,46.0,Male,Bachelor's Degree,Senior Software Engineer,22.0,174324.0
2634,32.0,Female,Master's Degree,Full Stack Engineer,8.0,123781.0
2635,38.0,Male,PhD,Software Engineer Manager,12.0,141735.0
2636,52.0,Male,Master's Degree,Senior Project Engineer,28.0,187120.0
2637,24.0,Female,Bachelor's Degree,Back end Developer,1.0,61095.0
2638,49.0,Male,Master's Degree,Full Stack Engineer,22.0,179045.0
2639,35.0,Female,Master's Degree,Senior Software Engineer,10.0,130355.0
2640,31.0,Male,Bachelor's Degree,Front end Developer,7.0,103282.0
2641,44.0,Female,PhD,Software Engineer Manager,18.0,157872.0
2642,33.0,Male,Master's Degree,Senior Project Engineer,10.0,117314.0
2643,54.0,Male,Bachelor's Degree,Senior Software Engineer,30.0,186321.0
2644,33.0,Female,Master's Degree,Full Stack Engineer,11.0,129686.0
2645,27.0,Male,High School,Back end Developer,3.0,68611.0
2646,51.0,Female,Master's Degree,Senior Project Engineer,25.0,177913.0
2647,26.0,Male,Master's Degree,Full Stack Engineer,3.0,68472.0
2648,31.0,Female,Master's Degree,Senior Software Engineer,6.0,113065.0
2649,35.0,Male,Bachelor's Degree,Front end Developer,9.0,125091.0
2650,45.0,Female,PhD,Software Engineer Manager,23.0,172925.0
2651,32.0,Male,Master's Degree,Senior Project Engineer,9.0,126916.0
2652,54.0,Male,Bachelor's Degree,Full Stack Engineer,27.0,183417.0
2653,26.0,Female,Master's Degree,Front end Developer,4.0,76898.0
2654,23.0,Male,PhD,Software Engineer Manager,1.0,579.0
2655,26.0,Female,Bachelor's Degree,Software Engineer,2.0,65000.0
2656,33.0,Male,Master's Degree,Data Analyst,8.0,120000.0
2657,29.0,Female,Bachelor's Degree,Product Manager,4.0,90000.0
2658,41.0,Male,PhD,Data Scientist,15.0,190000.0
2659,35.0,Female,Master's Degree,Software Engineer,9.0,140000.0
2660,28.0,Male,Bachelor's Degree,Software Developer,3.0,75000.0
2661,37.0,Female,Master's Degree,Data Scientist,11.0,160000.0
2662,33.0,Male,Bachelor's Degree,Product Manager,8.0,130000.0
2663,24.0,Female,Master's Degree,Software Engineer,2.0,60000.0
2664,46.0,Male,PhD,Director of Data Science,20.0,220000.0
2665,29.0,Female,Bachelor's Degree,Software Developer,5.0,80000.0
2666,31.0,Male,Master's Degree,Data Scientist,7.0,130000.0
2667,27.0,Female,Bachelor's Degree,Software Engineer,3.0,65000.0
2668,38.0,Male,PhD,Senior Data Scientist,13.0,170000.0
2669,30.0,Female,Master's Degree,Product Manager,6.0,110000.0
2670,25.0,Male,Bachelor's Degree,Front End Developer,2.0,50000.0
2671,44.0,Male,PhD,Director of Data Science,18.0,210000.0
2672,33.0,Female,Master's Degree,Data Analyst,8.0,100000.0
2673,22.0,Male,Bachelor's Degree,Software Engineer,1.0,50000.0
2674,36.0,Male,Master's Degree,Product Manager,10.0,160000.0
2675,28.0,Female,Bachelor's Degree,Software Engineer,4.0,70000.0
2676,41.0,Male,PhD,Senior Data Scientist,16.0,190000.0
2677,34.0,Female,Master's Degree,Data Scientist,9.0,140000.0
2678,23.0,Male,Bachelor's Degree,Software Developer,1.0,45000.0
2679,32.0,Female,Master's Degree,Product Manager,7.0,120000.0
2680,25.0,Male,Master's Degree,Software Engineer,2.0,60000.0
2681,37.0,Female,Bachelor's Degree,Data Analyst,11.0,150000.0
2682,28.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0
2779,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,103579.0
2780,45.0,Male,Master's Degree,Software Engineer Manager,19.0,163780.0
2781,36.0,Male,Bachelor's Degree,Front end Developer,12.0,137878.0
2782,30.0,Female,Master's Degree,Senior Project Engineer,4.0,92438.0
2783,28.0,Male,Master's Degree,Full Stack Engineer,5.0,84181.0
2784,46.0,Female,PhD,Software Engineer Manager,21.0,174821.0
2785,34.0,Male,Bachelor's Degree,Back end Developer,10.0,126520.0
2786,44.0,Male,Master's Degree,Senior Software Engineer,18.0,152168.0
2787,55.0,Female,PhD,Software Engineer Manager,29.0,190543.0
2788,35.0,Male,Master's Degree,Full Stack Engineer,9.0,131547.0
2789,54.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,192292.0
2790,23.0,Female,High School,Back end Developer,1.0,52807.0
2791,46.0,Male,Master's Degree,Senior Software Engineer,20.0,174938.0
2792,33.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,124071.0
2793,26.0,Male,Master's Degree,Front end Developer,3.0,73640.0
2794,43.0,Female,PhD,Software Engineer Manager,19.0,156486.0
2795,36.0,Male,Master's Degree,Full Stack Engineer,11.0,138859.0
2796,23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,52831.0
2797,49.0,Male,Master's Degree,Software Engineer Manager,23.0,182392.0
2798,35.0,Female,Master's Degree,Full Stack Engineer,11.0,151078.0
2799,31.0,Male,Bachelor's Degree,Back end Developer,8.0,100679.0
2800,54.0,Other,High School,Senior Software Engineer,29.0,158966.0
2801,43.0,Male,Master's Degree,Full Stack Engineer,20.0,167924.0
2802,33.0,Female,Master's Degree,Senior Project Engineer,10.0,113334.0
2803,52.0,Female,PhD,Software Engineer Manager,29.0,194778.0
2804,28.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,77606.0
2805,36.0,Female,Master's Degree,Senior Software Engineer,13.0,140010.0
2806,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,142421.0
2807,50.0,Female,Master's Degree,Full Stack Engineer,24.0,192756.0
2808,24.0,Male,PhD,Software Engineer Manager,1.0,106686.0
2809,52.0,Male,Master's Degree,Senior Software Engineer,27.0,186794.0
2810,46.0,Female,Bachelor's Degree,Back end Developer,19.0,150729.0
2811,38.0,Male,Master's Degree,Full Stack Engineer,15.0,171652.0
2812,29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0
2813,33.0,Female,Master's Degree,Front end Developer,9.0,119918.0
2814,47.0,Male,PhD,Software Engineer Manager,21.0,174985.0
2815,45.0,Female,Master's Degree,Senior Software Engineer,23.0,174336.0
2816,28.0,Male,Bachelor's Degree,Back end Developer,4.0,72389.0
2817,42.0,Female,Master's Degree,Full Stack Engineer,14.0,163978.0
2818,46.0,Male,Bachelor's Degree,Senior Project Engineer,25.0,166958.0
2819,38.0,Female,PhD,Software Engineer Manager,15.0,145052.0
2820,54.0,Male,Master's Degree,Senior Software Engineer,32.0,195270.0
2821,33.0,Female,Master's Degree,Full Stack Engineer,8.0,122970.0
2822,27.0,Male,High School,Back end Developer,4.0,80247.0
2823,50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0
2824,26.0,Male,Master's Degree,Full Stack Engineer,4.0,91062.0
2825,31.0,Female,Master's Degree,Senior Software Engineer,6.0,114290.0
2826,35.0,Male,Bachelor's Degree,Front end Developer,10.0,128999.0
2827,44.0,Female,PhD,Software Engineer Manager,18.0,162454.0
2828,32.0,Male,Master's Degree,Senior Project Engineer,8.0,122354.0
2829,54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179756.0
2830,26.0,Female,Master's Degree,Front end Developer,3.0,73218.0
2832,48.0,Female,Master's Degree,Senior Software Engineer,24.0,184480.0
2833,38.0,Male,Bachelor's Degree,Back end Developer,12.0,132442.0
2834,30.0,Female,Master's Degree,Full Stack Engineer,5.0,102828.0
2835,40.0,Male,Master's Degree,Software Engineer Manager,16.0,150301.0
2836,45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171468.0
2837,36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0
2838,52.0,Male,PhD,Software Engineer Manager,26.0,185982.0
2839,31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0
2840,26.0,Male,Master's Degree,Full Stack Engineer,4.0,91397.0
2841,30.0,Female,Master's Degree,Senior Project Engineer,5.0,100867.0
2842,24.0,Male,Bachelor's Degree,Back end Developer,2.0,64182.0
2843,45.0,Male,Master's Degree,Senior Software Engineer,22.0,182506.0
2844,33.0,Female,Master's Degree,Full Stack Engineer,9.0,136986.0
2845,38.0,Male,Bachelor's Degree,Front end Developer,11.0,136662.0
2846,54.0,Female,PhD,Software Engineer Manager,32.0,191510.0
2847,42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0
2848,28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0
2849,34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0
2850,46.0,Female,Bachelor's Degree,Back end Developer,18.0,155795.0
2851,35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0
2852,49.0,Female,PhD,Software Engineer Manager,22.0,178684.0
2853,32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0
2854,54.0,Male,Master's Degree,Full Stack Engineer,28.0,191239.0
2855,26.0,Female,Master's Degree,Front end Developer,2.0,65840.0
2856,23.0,Male,PhD,Software Engineer Manager,0.0,52779.0
2857,48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0
2858,38.0,Male,Bachelor's Degree,Back end Developer,14.0,136449.0
2859,30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0
2860,40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0
2861,45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0
2862,36.0,Male,Master's Degree,Full Stack Engineer,13.0,146508.0
2863,52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
2864,31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0
2865,26.0,Male,Master's Degree,Full Stack Engineer,3.0,70216.0
2866,30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0
2867,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55935.0
2868,45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0
2869,33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0
2870,38.0,Male,Bachelor's Degree,Front end Developer,11.0,136062.0
2871,54.0,Female,PhD,Software Engineer Manager,32.0,191267.0
3078,26.0,Male,Master's Degree,Full Stack Engineer,3.0,91397.0
3086,28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,82944.0
3087,48.0,Male,PhD,Software Engineer Manager,23.0,188288.0
3088,36.0,Female,Master's Degree,Senior Software Engineer,14.0,141090.0
3089,43.0,Male,Bachelor's Degree,Full Stack Engineer,19.0,152726.0
3090,33.0,Female,Master's Degree,Back end Developer,9.0,124141.0
3091,26.0,Male,Bachelor's Degree,Front end Developer,3.0,67556.0
3092,50.0,Female,Master's Degree,Senior Project Engineer,22.0,182768.0
3093,41.0,Male,PhD,Software Engineer Manager,15.0,148727.0
3094,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,91903.0
3095,38.0,Male,Master's Degree,Senior Software Engineer,14.0,147708.0
3096,48.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,163209.0
3097,31.0,Male,Master's Degree,Full Stack Engineer,8.0,120288.0
3098,45.0,Male,PhD,Software Engineer Manager,21.0,170226.0
3099,35.0,Female,Master's Degree,Senior Software Engineer,11.0,134979.0
3100,42.0,Male,Bachelor's Degree,Back end Developer,16.0,137489.0
3101,27.0,Female,Master's Degree,Full Stack Engineer,4.0,83577.0
3102,33.0,Male,Bachelor's Degree,Front end Developer,9.0,117904.0
3103,36.0,Female,Master's Degree,Senior Project Engineer,11.0,134482.0
3104,54.0,Male,PhD,Software Engineer Manager,30.0,184660.0
3105,30.0,Female,Bachelor's Degree,Senior Software Engineer,5.0,100151.0
3106,26.0,Male,Master's Degree,Full Stack Engineer,3.0,88678.0
3107,45.0,Female,PhD,Senior Project Engineer,21.0,181285.0
3108,38.0,Male,Master's Degree,Software Engineer Manager,16.0,154990.0
3109,31.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,108204.0
3110,42.0,Male,Master's Degree,Senior Software Engineer,19.0,175684.0
3111,28.0,Female,Bachelor's Degree,Back end Developer,5.0,77766.0
3112,48.0,Male,PhD,Software Engineer Manager,24.0,192211.0
3113,36.0,Female,Master's Degree,Full Stack Engineer,13.0,144647.0
3114,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,162231.0
3115,33.0,Female,Master's Degree,Front end Developer,9.0,121120.0
3116,26.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,79652.0
3117,50.0,Female,Master's Degree,Senior Software Engineer,21.0,177002.0
3118,27.0,Male,Master's Degree,Back end Developer,5.0,87584.0
3119,38.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,131860.0
3120,54.0,Male,PhD,Software Engineer Manager,28.0,182013.0
3121,31.0,Female,Master's Degree,Full Stack Engineer,7.0,108799.0
3122,36.0,Male,Bachelor's Degree,Senior Software Engineer,13.0,135378.0
3123,45.0,Female,Master's Degree,Software Engineer Manager,22.0,183530.0
3124,42.0,Male,Bachelor's Degree,Back end Developer,18.0,150901.0
3125,28.0,Female,Master's Degree,Full Stack Engineer,4.0,82697.0
3126,48.0,Male,PhD,Senior Software Engineer,26.0,194638.0
3127,36.0,Female,Master's Degree,Senior Project Engineer,12.0,130356.0
3128,43.0,Male,Bachelor's Degree,Full Stack Engineer,18.0,152560.0
3129,33.0,Female,Master's Degree,Front end Developer,9.0,121432.0
3130,26.0,Male,Bachelor's Degree,Back end Developer,2.0,63789.0
3131,50.0,Female,Master's Degree,Senior Software Engineer,23.0,183690.0
3132,41.0,Male,PhD,Software Engineer Manager,16.0,151310.0
3133,29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,100358.0
3134,38.0,Male,Master's Degree,Senior Software Engineer,15.0,148437.0
3135,48.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,168691.0
3137,28.0,Male,Bachelor's Degree,Software Developer,1.0,50000.0
3138,32.0,Female,Master's Degree,Product Manager,5.0,100000.0
3139,26.0,Male,Bachelor's Degree,Software Engineer,2.0,60000.0
3140,33.0,Female,Master's Degree,Data Analyst,6.0,90000.0
3141,29.0,Male,Bachelor's Degree,Front End Developer,3.0,70000.0
3142,42.0,Male,PhD,Director of Data Science,12.0,170000.0
3143,36.0,Female,Master's Degree,Data Scientist,8.0,130000.0
3144,27.0,Male,Bachelor's Degree,Software Developer,1.0,50000.0
3145,34.0,Female,Master's Degree,Product Manager,7.0,120000.0
3146,29.0,Male,Bachelor's Degree,Software Engineer,4.0,80000.0
3147,41.0,Female,PhD,Senior Data Scientist,16.0,200000.0
3150,36.0,Male,PhD,Director of Data Science,12.0,170000.0
3261,30.0,Female,Bachelor's Degree,Software Engineer,4.0,80000.0
3385,28.0,Male,Master's Degree,Web Developer,5.0,80000.0
3386,30.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,60000.0
3387,25.0,Male,Bachelor's Degree,Junior Web Developer,2.0,50000.0
3388,45.0,Female,Master's Degree,Senior Human Resources Manager,18.0,160000.0
3389,33.0,Male,PhD,Director of HR,9.0,120000.0
3390,22.0,Female,High School,Junior HR Generalist,0.0,40000.0
3391,36.0,Male,Bachelor's Degree,Web Developer,10.0,100000.0
3392,29.0,Female,Master's Degree,Senior HR Generalist,4.0,75000.0
3393,42.0,Male,PhD,Director of HR,16.0,140000.0
3394,27.0,Female,Bachelor's Degree,Junior HR Coordinator,2.0,50000.0
3395,38.0,Male,Master's Degree,Senior Human Resources Manager,11.0,110000.0
3396,24.0,Female,Bachelor's Degree,Web Developer,1.0,45000.0
3397,31.0,Male,High School,Junior Web Developer,4.0,55000.0
3398,39.0,Female,PhD,Director of HR,13.0,130000.0
3399,26.0,Male,Bachelor's Degree,Junior HR Generalist,2.0,50000.0
3400,32.0,Female,Master's Degree,Senior HR Generalist,7.0,80000.0
3401,32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0
3402,24.0,Female,High School,Junior HR Generalist,1.0,32000.0
3403,45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0
3404,29.0,Female,Master's Degree,Web Developer,4.0,65000.0
3405,38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000.0
3406,27.0,Female,Master's Degree,Director of HR,5.0,80000.0
3407,31.0,Female,High School,Junior HR Coordinator,3.0,38000.0
3408,42.0,Male,Master's Degree,Web Developer,10.0,110000.0
3409,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0
3410,36.0,Male,Master's Degree,Senior HR Generalist,7.0,89000.0
3411,28.0,Male,High School,Junior HR Generalist,1.0,32000.0
3412,33.0,Female,Bachelor's Degree,Web Developer,5.0,70000.0
3413,46.0,Male,PhD,Director of HR,15.0,150000.0
3414,25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0
3415,37.0,Female,Master's Degree,Senior Human Resources Manager,9.0,105000.0
3416,30.0,Male,Master's Degree,Web Developer,4.0,65000.0
3417,43.0,Female,PhD,Director of HR,14.0,140000.0
3418,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0
3419,26.0,Female,High School,Junior HR Generalist,2.0,35000.0
3420,41.0,Male,Master's Degree,Senior HR Generalist,11.0,115000.0
3421,29.0,Female,Master's Degree,Web Developer,5.0,70000.0
3422,35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0
3423,27.0,Female,High School,Junior HR Coordinator,1.0,30000.0
3424,40.0,Male,PhD,Director of HR,13.0,135000.0
3425,23.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0
3426,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0
3427,31.0,Male,High School,Junior HR Generalist,2.0,35000.0
3428,44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0
3429,28.0,Male,Master's Degree,Web Developer,3.0,55000.0
3430,32.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0
3431,45.0,Male,Master's Degree,Director of HR,14.0,140000.0
3432,26.0,Female,Bachelor's Degree,Web Developer,3.0,55000.0
3433,38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0
3434,27.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0
3435,33.0,Male,High School,Junior HR Coordinator,3.0,38000.0
3436,42.0,Female,Master's Degree,Director of HR,13.0,135000.0
3437,29.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0
3438,36.0,Female,Master's Degree,Web Developer,7.0,85000.0
3439,30.0,Male,High School,Junior HR Generalist,1.0,32000.0
3440,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
3441,34.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0
3442,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
3443,37.0,Male,PhD,Director of HR,12.0,120000.0
3444,24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0
3445,39.0,Male,Master's Degree,Senior HR Generalist,9.0,95000.0
3447,44.0,Female,PhD,Director of HR,14.0,140000.0
3448,28.0,Male,Bachelor's Degree,Web Developer,3.0,55000.0
3449,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0
3450,45.0,Male,PhD,Director of HR,13.0,135000.0
3452,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0
3453,27.0,Female,High School,Junior HR Generalist,1.0,32000.0
3454,33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0
3455,42.0,Female,Master's Degree,Director of HR,12.0,120000.0
3456,29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0
3458,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0
3462,37.0,Male,PhD,Director of HR,11.0,115000.0
3463,24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0
3466,44.0,Female,PhD,Director of HR,13.0,135000.0
3467,28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0
3469,45.0,Male,PhD,Director of HR,14.0,140000.0
3639,28.0,Male,Bachelor's Degree,Software Engineer,3.0,60000.0
3640,37.0,Female,Master's Degree,Marketing Manager,9.0,100000.0
3641,43.0,Male,PhD,Data Scientist,15.0,150000.0
3642,31.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0
3643,24.0,Male,High School,Junior Sales Associate,1.0,30000.0
3644,29.0,Female,Master's Degree,Software Developer,5.0,70000.0
3645,35.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0
3646,26.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0
3647,42.0,Male,PhD,Data Scientist,12.0,130000.0
3648,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
3649,27.0,Male,High School,Junior Sales Associate,2.0,35000.0
3650,38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
3651,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
3652,45.0,Male,PhD,Data Scientist,18.0,180000.0
3653,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0
3654,40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
3655,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
3656,29.0,Female,High School,Junior Sales Associate,1.0,30000.0
3657,44.0,Male,PhD,Data Scientist,16.0,160000.0
3658,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
3659,36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
3660,31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
3661,27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
3662,42.0,Male,PhD,Data Scientist,13.0,140000.0
3664,28.0,Male,High School,Junior Sales Associate,2.0,35000.0
3665,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
3666,31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
3764,27.0,Male,Bachelor's Degree,Software Engineer,3.0,60000.0
3765,38.0,Female,Master's Degree,Marketing Manager,9.0,100000.0
3766,44.0,Male,PhD,Data Scientist,15.0,150000.0
3767,30.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0
3768,23.0,Male,High School,Junior Sales Associate,1.0,30000.0
3769,28.0,Female,Master's Degree,Software Developer,5.0,70000.0
3770,34.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0
3771,25.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0
3772,41.0,Male,PhD,Data Scientist,12.0,130000.0
3773,33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
3774,26.0,Male,High School,Junior Sales Associate,2.0,35000.0
3775,37.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
3776,29.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
3777,46.0,Male,PhD,Data Scientist,18.0,180000.0
3778,26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0
3779,39.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
3780,32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
3781,28.0,Female,High School,Junior Sales Associate,1.0,30000.0
3782,43.0,Male,PhD,Data Scientist,16.0,160000.0
3783,27.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
3784,35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
3785,30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0
3786,26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
3787,41.0,Male,PhD,Data Scientist,13.0,140000.0
